ID1,ID2,Distance
9,29,0.0786554
9,30,0.125573
9,31,0.0528831
9,32,0.0594772
9,33,0.0561911
9,34,0.0711092
9,35,0.0579076
9,36,0.0613619
9,37,0.0524421
9,38,0.125341
9,39,0.0694509
9,40,0.12498
9,41,0.0515091
9,42,0.0985273
9,43,0.0755421
9,44,0.0923446
9,45,0.0788668
9,46,0.0594393
9,47,0.0830205
9,48,0.0798493
9,49,0.0683163
9,50,0.0792165
9,51,0.0858241
9,52,0.0837112
9,53,0.057766
9,54,0.0726641
9,55,0.0878151
9,56,0.071254
9,57,0.118749
9,58,0.142408
9,59,0.121113
9,60,0.0866467
9,61,0.120421
9,62,0.0585055
9,63,0.0594254
9,64,0.0656935
9,65,0.0737611
9,66,0.0612724
9,67,0.104606
9,68,0.0586832
9,69,0.0804628
9,70,0.0756117
9,71,0.0796114
9,72,0.074052
9,73,0.0644763
9,74,0.078
9,75,0.0737767
9,76,0.0549541
9,77,0.118949
9,78,0.0595024
9,79,0.104963
9,80,0.0948563
9,81,0.0851496
9,82,0.130162
9,83,0.0558974
9,84,0.0698955
9,85,0.073198
9,86,0.112404
9,87,0.0741035
9,88,0.125983
9,89,0.143391
9,90,0.0622332
9,91,0.0787456
9,92,0.10393
9,93,0.0629026
9,94,0.12543
9,95,0.0785605
9,96,0.083296
9,97,0.0931454
10,11,0.0911987
10,12,0.0776553
10,13,0.0813723
10,14,0.0989519
10,15,0.110712
10,16,0.0682809
10,17,0.0668443
10,18,0.0873023
10,19,0.0749787
10,20,0.067333
10,21,0.0669077
10,22,0.123205
10,23,0.124554
10,24,0.0792844
10,25,0.0756278
10,26,0.0729171
10,27,0.100093
10,28,0.0833532
10,29,0.0832346
10,30,0.130335
10,31,0.0806161
10,32,0.0759834
10,33,0.0792285
10,34,0.0841469
10,35,0.0800022
10,36,0.0843865
10,37,0.0813626
10,38,0.132209
10,39,0.0800977
10,40,0.119882
10,41,0.0771046
10,42,0.105772
10,43,0.0929232
10,44,0.104221
10,45,0.0991676
10,46,0.0816606
10,47,0.0652705
10,48,0.0733137
10,49,0.0999485
10,50,0.0990619
10,51,0.0767694
10,52,0.0657868
10,53,0.0798029
10,54,0.089756
10,55,0.0969795
10,56,0.0687766
10,57,0.122782
10,58,0.138538
10,59,0.139967
10,60,0.0772467
10,61,0.136768
10,62,0.0831406
10,63,0.0795543
10,64,0.0804291
10,65,0.0707067
10,66,0.0850758
10,67,0.122597
10,68,0.0783411
10,69,0.101235
10,70,0.0647638
10,71,0.076023
10,72,0.065125
10,73,0.0703302
10,74,0.0570475
10,75,0.0859236
10,76,0.0745181
10,77,0.134392
10,78,0.0760273
10,79,0.112673
10,80,0.0977017
10,81,0.0653264
10,82,0.131419
10,83,0.0703278
10,84,0.0871506
10,85,0.0687266
10,86,0.117877
10,87,0.0940536
10,88,0.122718
10,89,0.139798
10,90,0.0834387
10,91,0.0879218
10,92,0.111522
10,93,0.0652757
10,94,0.123974
10,95,0.069175
10,96,0.0691256
10,97,0.107941
11,12,0.0710349
11,13,0.0850147
11,14,0.0979275
11,15,0.116515
11,16,0.0813148
11,17,0.0644954
11,18,0.101699
11,19,0.0906605
11,20,0.0855967
11,21,0.0653396
11,22,0.117082
11,23,0.123153
11,24,0.088479
11,25,0.0938105
11,26,0.0853142
11,27,0.0932211
11,28,0.0854878
11,29,0.111439
11,30,0.145739
11,31,0.0737485
11,32,0.0973349
11,33,0.097382
11,34,0.10352
11,35,0.0826019
11,36,0.107882
11,37,0.100958
11,38,0.143308
11,39,0.0878249
11,40,0.13838
11,41,0.0760475
11,42,0.119681
11,43,0.0929302
11,44,0.100656
11,45,0.125655
11,46,0.0841466
11,47,0.0897947
11,48,0.026102
11,49,0.108397
11,50,0.108523
11,51,0.052385
11,52,0.0902152
11,53,0.0824001
11,54,0.120341
11,55,0.115554
11,56,0.0683066
11,57,0.139221
11,58,0.141404
11,59,0.133395
11,60,0.0531747
11,61,0.14109
11,62,0.097331
11,63,0.0964102
11,64,0.100148
11,65,0.0855962
11,66,0.104749
11,67,0.127538
11,68,0.0990489
11,69,0.113524
11,70,0.0682907
11,71,0.094743
11,72,0.0712592
11,73,0.0704588
11,74,0.0322058
11,75,0.0922079
11,76,0.0651621
11,77,0.149912
11,78,0.0618205
11,79,0.144312
11,80,0.0928979
11,81,0.0676643
11,82,0.11237
11,83,0.077183
11,84,0.102709
11,85,0.0763453
11,86,0.104008
11,87,0.106257
11,88,0.134134
11,89,0.144292
11,90,0.0785669
11,91,0.075432
11,92,0.100778
11,93,0.0630382
11,94,0.107513
11,95,0.072698
11,96,0.0726613
11,97,0.103009
12,13,0.0768352
12,14,0.000829076
12,15,0.0805889
12,16,0.0677038
12,17,0.0676216
12,18,0.0619793
12,19,0.070132
12,20,0.0702125
12,21,0.0665441
12,22,0.0942934
12,23,0.0899244
12,24,0.0630616
12,25,0.0720057
12,26,0.0654738
12,27,0.0812954
12,28,0.0793479
12,29,0.0749545
12,30,0.0545433
12,31,0.071809
12,32,0.0818826
12,33,0.0689989
12,34,0.0700021
12,35,0.0689989
12,36,0.0779812
12,37,0.0761601
12,38,0.0554728
12,39,0.070471
12,40,0.0841665
12,41,0.0693035
12,42,0.0376839
12,43,0.0882802
12,44,0.00249487
12,45,0.0844348
12,46,0.0699374
12,47,0.0646517
12,48,0.0745588
12,49,0.0795244
12,50,0.0793359
12,51,0.0673766
12,52,0.0646517
12,53,0.0699374
12,54,0.0720404
12,55,0.0745367
12,56,0.0553696
12,57,0.054538
12,58,0.10249
12,59,0.0536508
12,60,0.0673766
12,61,0.0544773
12,62,0.0759693
12,63,0.0722566
12,64,0.0769273
12,65,0.0847372
12,66,0.0733931
12,67,0.0502342
12,68,0.0645275
12,69,0.0813993
12,70,0.0656705
12,71,0.0655145
12,72,0.0707914
12,73,0.0588679
12,74,0.051217
12,75,0.0803115
12,76,0.0651728
12,77,0.0518008
12,78,0.055875
12,79,0.0903389
12,80,0.0471012
12,81,0.0685508
12,82,0.103732
12,83,0.0601638
12,84,0.0815357
12,85,0.0756128
12,86,0.055785
12,87,0.088249
12,88,0.0587029
12,89,0.102513
12,90,0.0609899
12,91,0.0716583
12,92,0.0530283
12,93,0.0603438
12,94,0.0969891
12,95,0.0679591
12,96,0.0749384
12,97,0.0680317
13,14,0.0996603
13,15,0.106675
13,16,0.070074
13,17,0.0821764
13,18,0.0890647
13,19,0.0905698
13,20,0.0892598
13,21,0.0813954
13,22,0.13168
13,23,0.140177
13,24,0.0759096
13,25,0.0706006
13,26,0.085032
13,27,0.0626947
13,28,0.00956252
13,29,0.0760667
13,30,0.131631
13,31,0.0528273
13,32,0.0577472
13,33,0.0604733
13,34,0.0290652
13,35,0.0603737
13,36,0.0538628
13,37,0.053024
13,38,0.126848
13,39,0.0239075
13,40,0.124685
13,41,0.0531009
13,42,0.115022
13,43,0.0646098
13,44,0.107813
13,45,0.0683655
13,46,0.0622314
13,47,0.0887819
13,48,0.0840544
13,49,0.0641686
13,50,0.0816439
13,51,0.0909084
13,52,0.0902581
13,53,0.0621285
13,54,0.076035
13,55,0.0847671
13,56,0.0739034
13,57,0.127333
13,58,0.142259
13,59,0.127857
13,60,0.0917829
13,61,0.130168
13,62,0.0224253
13,63,0.022416
13,64,0.0277407
13,65,0.074688
13,66,0.0587096
13,67,0.11582
13,68,0.0489657
13,69,0.0790625
13,70,0.0791433
13,71,0.0810348
13,72,0.0835458
13,73,0.0680261
13,74,0.0720367
13,75,0.0323453
13,76,0.0426182
13,77,0.119271
13,78,0.0290479
13,79,0.109773
13,80,0.0879303
13,81,0.0850507
13,82,0.130338
13,83,0.0593
13,84,0.0667028
13,85,0.0783414
13,86,0.110075
13,87,0.0674794
13,88,0.128864
13,89,0.141223
13,90,0.0484453
13,91,0.0719416
13,92,0.114983
13,93,0.0511556
13,94,0.130954
13,95,0.0635452
13,96,0.0716526
13,97,0.0846923
14,15,0.0965854
14,16,0.0884556
14,17,0.0879484
14,18,0.0777886
14,19,0.101536
14,20,0.100301
14,21,0.0899025
14,22,0.115852
14,23,0.113687
14,24,0.0917521
14,25,0.0908836
14,26,0.0905303
14,27,0.106412
14,28,0.103718
14,29,0.100881
14,30,0.0725582
14,31,0.0865645
14,32,0.0991661
14,33,0.0862657
14,34,0.0988799
14,35,0.0854162
14,36,0.0928288
14,37,0.0990774
14,38,0.0714875
14,39,0.0981887
14,40,0.116199
14,41,0.0843342
14,42,0.0522923
14,43,0.109828
14,44,0.00617167
14,45,0.112685
14,46,0.0871963
14,47,0.0892737
14,48,0.0963351
14,49,0.106964
14,50,0.102227
14,51,0.0978414
14,52,0.0900127
14,53,0.0871963
14,54,0.0980613
14,55,0.100151
14,56,0.0889193
14,57,0.0731993
14,58,0.1271
14,59,0.0750061
14,60,0.0987018
14,61,0.0749586
14,62,0.09986
14,63,0.0969908
14,64,0.101818
14,65,0.104951
14,66,0.0944102
14,67,0.0558879
14,68,0.0913285
14,69,0.101251
14,70,0.0963756
14,71,0.0909193
14,72,0.0956241
14,73,0.0777231
14,74,0.0735119
14,75,0.107622
14,76,0.0888811
14,77,0.0758481
14,78,0.0820295
14,79,0.11785
14,80,0.0604212
14,81,0.0973929
14,82,0.122981
14,83,0.0782743
14,84,0.110778
14,85,0.101505
14,86,0.0650981
14,87,0.113679
14,88,0.0646502
14,89,0.12907
14,90,0.0882145
14,91,0.0938787
14,92,0.0608858
14,93,0.0821755
14,94,0.11221
14,95,0.091654
14,96,0.10266
14,97,0.0847392
15,16,0.10722
15,17,0.101088
15,18,0.0748176
15,19,0.112055
15,20,0.110875
15,21,0.101952
15,22,0.0809019
15,23,0.0854462
15,24,0.107115
15,25,0.111783
15,26,0.108684
15,27,0.120286
15,28,0.110423
15,29,0.111958
15,30,0.125682
15,31,0.097498
15,32,0.115483
15,33,0.105892
15,34,0.114308
15,35,0.105141
15,36,0.109508
15,37,0.0991957
15,38,0.12405
15,39,0.108054
15,40,0.121549
15,41,0.102053
15,42,0.104511
15,43,0.114794
15,44,0.0985068
15,45,0.116787
15,46,0.104925
15,47,0.109323
15,48,0.0999927
15,49,0.118094
15,50,0.127273
15,51,0.104804
15,52,0.10892
15,53,0.104032
15,54,0.108614
15,55,0.112326
15,56,0.105267
15,57,0.103644
15,58,0.0778367
15,59,0.11196
15,60,0.10344
15,61,0.108515
15,62,0.110361
15,63,0.113117
15,64,0.114217
15,65,0.115556
15,66,0.108016
15,67,0.105745
15,68,0.103651
15,69,0.11739
15,70,0.113876
15,71,0.111543
15,72,0.112132
15,73,0.0953701
15,74,0.0891109
15,75,0.111993
15,76,0.100678
15,77,0.118056
15,78,0.0938061
15,79,0.129642
15,80,0.114463
15,81,0.115795
15,82,0.0805565
15,83,0.0865766
15,84,0.112017
15,85,0.102662
15,86,0.110517
15,87,0.11656
15,88,0.109218
15,89,0.0825391
15,90,0.0980276
15,91,0.107135
15,92,0.110677
15,93,0.0919436
15,94,0.0851645
15,95,0.0999247
15,96,0.107287
15,97,0.123215
16,17,0.0538958
16,18,0.0823664
16,19,0.0126615
16,20,0.0556905
16,21,0.0529247
16,22,0.109999
16,23,0.112988
16,24,0.0636388
16,25,0.0546152
16,26,0.057207
16,27,0.0802901
16,28,0.0717853
16,29,0.0701873
16,30,0.117378
16,31,0.0728601
16,32,0.0713173
16,33,0.0748436
16,34,0.0713202
16,35,0.07729
16,36,0.0829256
16,37,0.0651061
16,38,0.118827
16,39,0.0683534
16,40,0.100702
16,41,0.0755794
16,42,0.104086
16,43,0.0814453
16,44,0.0942482
16,45,0.0858338
16,46,0.0770781
16,47,0.0607273
16,48,0.0611834
16,49,0.0837536
16,50,0.0857142
16,51,0.0589279
16,52,0.0608787
16,53,0.0742481
16,54,0.0755453
16,55,0.0821704
16,56,0.0594158
16,57,0.103067
16,58,0.124121
16,59,0.119121
16,60,0.0594117
16,61,0.118063
16,62,0.0711246
16,63,0.0676042
16,64,0.0702592
16,65,0.0627114
16,66,0.0738873
16,67,0.111257
16,68,0.0685235
16,69,0.0787761
16,70,0.0647587
16,71,0.0386306
16,72,0.0674818
16,73,0.0626138
16,74,0.0583814
16,75,0.0720486
16,76,0.0629991
16,77,0.113029
16,78,0.0677763
16,79,0.109852
16,80,0.0953708
16,81,0.0676051
16,82,0.130623
16,83,0.0659283
16,84,0.0719917
16,85,0.0628332
16,86,0.109223
16,87,0.0822673
16,88,0.111397
16,89,0.126049
16,90,0.0646367
16,91,0.076619
16,92,0.0994498
16,93,0.0536672
16,94,0.127258
16,95,0.0590701
16,96,0.0636358
16,97,0.099311
17,18,0.0758142
17,19,0.0659253
17,20,0.0609114
17,21,0.0104534
17,22,0.116647
17,23,0.132002
17,24,0.0829078
17,25,0.0670232
17,26,0.012056
17,27,0.0906546
17,28,0.0843342
17,29,0.083196
17,30,0.13512
17,31,0.0734069
17,32,0.077935
17,33,0.0796556
17,34,0.0822523
17,35,0.0796556
17,36,0.0716334
17,37,0.0778635
17,38,0.140378
17,39,0.084416
17,40,0.12195
17,41,0.0766476
17,42,0.0995909
17,43,0.0935046
17,44,0.0974307
17,45,0.0953771
17,46,0.0814615
17,47,0.0528232
17,48,0.0607133
17,49,0.0886216
17,50,0.100372
17,51,0.0641721
17,52,0.0529586
17,53,0.0814615
17,54,0.0878111
17,55,0.0826936
